TournamentId	GameId	TournamentName	StartDate	EndDate	Location	Teamplay	TotalUSDPrize	Country
7663	255	ZOTAC Cup FIFA13 #148	2013-01-06	2013-01-06	online	0	133.04	Online
7664	255	ZOTAC Cup FIFA13 #147	2012-12-16	2012-12-16	online	0	131.13	Online
7665	255	ZOTAC Cup FIFA13 #146	2012-12-09	2012-12-09	online	0	131.13	Online
7666	255	ZOTAC Cup FIFA13 #145	2012-12-02	2012-12-02	online	0	131.13	Online
7667	255	ZOTAC Cup FIFA13 #144	2012-11-26	2012-11-26	online	0	128.28	Online
7668	255	ZOTAC Cup FIFA13 #143	2012-11-19	2012-11-19	online	0	128.28	Online
7669	255	ZOTAC Cup FIFA13 #142	2012-11-11	2012-11-11	online	0	128.28	Online
7670	255	ZOTAC Cup FIFA13 #141	2012-11-04	2012-11-04	online	0	128.28	Online
7671	255	ZOTAC Cup FIFA13 #140	2012-10-28	2012-10-28	online	0	129.78	Online
7672	255	ZOTAC Cup FIFA13 #139	2012-10-21	2012-10-21	online	0	129.78	Online
7673	255	ZOTAC Cup FIFA13 #138	2012-10-14	2012-10-14	online	0	129.78	Online
7674	255	ZOTAC Cup FIFA13 #137	2012-10-07	2012-10-07	online	0	129.78	Online
7675	255	ZOTAC Cup FIFA13 #136	2012-09-30	2012-09-30	online	0	128.69	Online
7676	255	ZOTAC Cup FIFA13 #135	2012-09-23	2012-09-23	online	0	128.69	Online
7677	250	ZOTAC Cup FIFA12 #134	2012-09-16	2012-09-16	online	0	128.69	Online
7678	250	ZOTAC Cup FIFA12 #133	2012-09-09	2012-09-09	online	0	128.69	Online
7679	250	ZOTAC Cup FIFA12 #132	2012-09-02	2012-09-02	online	0	128.69	Online
7680	250	ZOTAC Cup FIFA12 #131	2012-08-26	2012-08-26	online	0	123.99	Online
7681	250	ZOTAC Cup FIFA12 #130	2012-08-19	2012-08-19	online	0	123.99	Online
7682	250	ZOTAC Cup FIFA12 #129	2012-08-12	2012-08-12	online	0	123.99	Online
7683	250	ZOTAC Cup FIFA12 #128	2012-08-05	2012-08-05	online	0	123.99	Online
7684	250	ZOTAC Cup FIFA12 #127	2012-07-29	2012-07-29	online	0	122.91	Online
7685	250	ZOTAC Cup FIFA12 #126	2012-07-22	2012-07-22	online	0	122.91	Online
7686	250	ZOTAC Cup FIFA12 #125	2012-07-15	2012-07-15	online	0	122.91	Online
7687	250	ZOTAC Cup FIFA12 #124	2012-07-08	2012-07-08	online	0	122.91	Online
7688	250	ZOTAC Cup FIFA12 #123	2012-07-01	2012-07-01	online	0	122.91	Online
7689	250	ZOTAC Cup FIFA12 #122	2012-06-24	2012-06-24	online	0	125.45	Online
7690	250	ZOTAC Cup FIFA12 #121	2012-06-17	2012-06-17	online	0	125.45	Online
7691	250	ZOTAC Cup FIFA12 #120	2012-06-10	2012-06-10	online	0	125.45	Online
7692	250	ZOTAC Cup FIFA12 #119	2012-06-03	2012-06-03	online	0	125.45	Online
7693	250	ZOTAC Cup FIFA12 #118	2012-05-27	2012-05-27	online	0	127.98	Online
7694	250	ZOTAC Cup FIFA12 #117	2012-05-20	2012-05-20	online	0	127.98	Online
7695	250	ZOTAC Cup FIFA12 #116	2012-05-13	2012-05-13	online	0	127.98	Online
7696	250	ZOTAC Cup FIFA12 #115	2012-05-06	2012-05-06	online	0	127.98	Online
7697	250	ZOTAC Cup FIFA12 #114	2012-04-29	2012-04-29	online	0	131.66	Online
7698	250	ZOTAC Cup FIFA12 #113	2012-04-22	2012-04-22	online	0	131.66	Online
7699	250	ZOTAC Cup FIFA12 #112	2012-04-15	2012-04-15	online	0	131.66	Online
7700	250	ZOTAC Cup FIFA12 #111	2012-04-08	2012-04-08	online	0	131.66	Online
7701	250	ZOTAC Cup FIFA12 #110	2012-04-01	2012-04-01	online	0	131.66	Online
7702	250	ZOTAC Cup FIFA12 #109	2012-03-24	2012-03-24	online	0	132.08	Online
7703	250	ZOTAC Cup FIFA12 #108	2012-03-18	2012-03-18	online	0	132.08	Online
7704	250	ZOTAC Cup FIFA12 #107	2012-03-11	2012-03-11	online	0	132.08	Online
7705	250	ZOTAC Cup FIFA12 #106	2012-03-04	2012-03-04	online	0	132.08	Online
7706	250	ZOTAC Cup FIFA12 #105	2012-02-26	2012-02-26	online	0	132.37	Online
7707	250	ZOTAC Cup FIFA12 #104	2012-02-19	2012-02-19	online	0	132.37	Online
7708	250	ZOTAC Cup FIFA12 #103	2012-02-12	2012-02-12	online	0	132.37	Online
7709	250	ZOTAC Cup FIFA12 #102	2012-02-05	2012-02-05	online	0	132.37	Online
7710	250	ZOTAC Cup FIFA12 #101	2012-01-29	2012-01-29	online	0	128.95	Online
7711	250	ZOTAC Cup FIFA12 #100	2012-01-22	2012-01-22	online	0	128.95	Online
7712	250	ZOTAC Cup FIFA12 #99	2012-01-15	2012-01-15	online	0	128.95	Online
7713	250	ZOTAC Cup FIFA12 #98	2012-01-08	2012-01-08	online	0	128.95	Online
7714	250	ZOTAC Cup FIFA12 #97	2011-12-18	2011-12-18	online	0	131.58	Online
7715	250	ZOTAC Cup FIFA12 #96	2011-12-11	2011-12-11	online	0	131.58	Online
7716	250	ZOTAC Cup FIFA12 #95	2011-12-04	2011-12-04	online	0	131.58	Online
7717	250	ZOTAC Cup FIFA12 #94	2011-11-27	2011-11-27	online	0	135.58	Online
7718	250	ZOTAC Cup FIFA12 #93	2011-11-20	2011-11-20	online	0	135.58	Online
7719	250	ZOTAC Cup FIFA12 #92	2011-11-13	2011-11-13	online	0	135.58	Online
7720	250	ZOTAC Cup FIFA12 #91	2011-11-06	2011-11-06	online	0	135.58	Online
7721	250	ZOTAC Cup FIFA12 #90	2011-10-30	2011-10-30	online	0	137.26	Online
7722	250	ZOTAC Cup FIFA12 #89	2011-10-23	2011-10-23	online	0	137.26	Online
7723	250	ZOTAC Cup FIFA12 #88	2011-10-16	2011-10-16	online	0	137.26	Online
7724	328	DreamHack Masters Bucharest 2014 (Hearthstone)	2014-10-31	2014-11-02	Bucharest, Romania	0	10000.00	Romania
7725	165	EM II - DreamHack (WoW)	2007-11-16	2007-11-18	Jönköping, Sweden	1	75000.00	Sweden
7726	164	Black Monster Cup Fall NA 2014	2014-07-14	2014-11-03	online	1	15000.00	Online
7727	245	Hitbox Arena Championship 3	2014-09-17	2014-10-12	Online	1	10000.00	Online
7728	158	WC3 Masters #1	2004-05-02	2004-05-02	online	0	200.00	Online
7729	158	WC3 Masters #2	2004-05-09	2004-05-09	online	0	200.00	Online
7730	158	WC3 Masters #3	2004-05-16	2004-05-16	online	0	200.00	Online
7731	158	WC3 Masters #4	2004-05-23	2004-05-23	online	0	200.00	Online
7732	158	WC3 Masters May Finals	2004-05-30	2004-05-30	online	0	500.00	Online
7733	158	WC3 Masters #5	2004-06-08	2004-06-08	online	0	200.00	Online
7734	158	WC3 Masters #6	2004-06-13	2004-06-13	online	0	200.00	Online
7735	158	WC3 Masters #7	2004-06-20	2004-06-20	online	0	200.00	Online
7736	158	WC3 Masters June Finals	2004-07-03	2004-07-03	online	0	500.00	Online
7737	158	WC3 Masters #8	2004-07-04	2004-07-04	online	0	200.00	Online
7738	158	WC3 Masters #9	2004-07-18	2004-07-18	online	0	200.00	Online
7739	158	WC3 Masters #10	2004-07-25	2004-07-25	online	0	200.00	Online
7740	158	WC3 Masters July Finals	2004-08-01	2004-08-01	online	0	500.00	Online
7741	158	WC3 Masters #11	2004-08-08	2004-08-08	online	0	200.00	Online
7742	158	WC3 Masters #12	2004-08-15	2004-08-15	online	0	200.00	Online
7743	158	WC3 Masters #13	2004-08-22	2004-08-22	online	0	200.00	Online
7744	158	WC3 Masters August Finals	2004-08-28	2004-08-28	online	0	500.00	Online
7745	158	WC3 Masters #14	2004-09-12	2004-09-12	online	0	200.00	Online
7746	158	WC3 Masters #15	2004-10-17	2004-10-17	online	0	200.00	Online
7747	158	WC3 Masters #16	2004-11-06	2004-11-06	online	0	200.00	Online
7748	158	WC3 Masters #17	2004-11-14	2004-11-14	online	0	200.00	Online
7749	158	WC3 Masters #18	2004-11-21	2004-11-21	online	0	200.00	Online
7750	158	WC3 Masters November Finals	2004-11-21	2004-11-21	online	0	500.00	Online
7751	158	WC3 Masters #19	2004-12-12	2004-12-12	online	0	200.00	Online
7752	158	WC3 Masters #20	2004-12-19	2004-12-19	online	0	200.00	Online
7753	158	WC3 Masters #21	2005-01-16	2005-01-16	online	0	200.00	Online
7754	151	Leifeng Cup #36	2014-11-03	2014-11-03	online	0	100.00	Online
7755	250	ZOTAC Cup FIFA12 #87	2011-10-09	2011-10-09	online	0	137.26	Online
7756	250	ZOTAC Cup FIFA12 #86	2011-10-02	2011-10-02	online	0	137.26	Online
7757	250	ZOTAC Cup FIFA12 #85	2011-09-25	2011-09-25	online	0	137.64	Online
7758	215	ZOTAC Cup FIFA12 #84	2011-09-18	2011-09-18	online	0	137.64	Online
7759	215	ZOTAC Cup FIFA11 #83	2011-09-11	2011-09-11	online	0	137.64	Online
7760	215	ZOTAC Cup FIFA11 #82	2011-09-04	2011-09-04	online	0	137.64	Online
7761	215	ZOTAC Cup FIFA11 #81	2011-08-28	2011-08-28	online	0	143.37	Online
7762	215	ZOTAC Cup FIFA11 #80	2011-08-21	2011-08-21	online	0	143.37	Online
7763	215	ZOTAC Cup FIFA11 #79	2011-08-14	2011-08-14	online	0	143.37	Online
7764	215	ZOTAC Cup FIFA11 #78	2011-08-07	2011-08-07	online	0	143.37	Online
7765	215	ZOTAC Cup FIFA11 #77	2011-07-31	2011-07-31	online	0	143.02	Online
7766	215	ZOTAC Cup FIFA11 #76	2011-07-24	2011-07-24	online	0	143.02	Online
7767	215	ZOTAC Cup FIFA11 #75	2011-07-17	2011-07-17	online	0	143.02	Online
7768	215	ZOTAC Cup FIFA11 #74	2011-07-10	2011-07-10	online	0	143.02	Online
7769	215	ZOTAC Cup FIFA11 #72	2011-06-26	2011-06-26	online	0	143.91	Online
7770	215	ZOTAC Cup FIFA11 #73	2011-07-03	2011-07-03	online	0	143.02	Online
7771	215	ZOTAC Cup FIFA11 #71	2011-06-19	2011-06-19	online	0	143.91	Online
7772	215	ZOTAC Cup FIFA11 #70	2011-06-12	2011-06-12	online	0	143.91	Online
7773	215	ZOTAC Cup FIFA11 #69	2011-06-05	2011-06-05	online	0	143.91	Online
7774	215	ZOTAC Cup FIFA11 #68	2011-05-29	2011-05-29	online	0	143.14	Online
7775	215	ZOTAC Cup FIFA11 #67	2011-05-22	2011-05-22	online	0	143.14	Online
7776	215	ZOTAC Cup FIFA11 #66	2011-05-15	2011-05-15	online	0	143.14	Online
7777	215	ZOTAC Cup FIFA11 #65	2011-05-08	2011-05-08	online	0	143.14	Online
7778	215	ZOTAC Cup FIFA11 #64	2011-05-01	2011-05-01	online	0	143.14	Online
7779	215	ZOTAC Cup FIFA11 #63	2011-04-24	2011-04-24	online	0	144.59	Online
7780	215	ZOTAC Cup FIFA11 #62	2011-04-17	2011-04-17	online	0	144.59	Online
7781	215	ZOTAC Cup FIFA11 #61	2011-04-10	2011-04-10	online	0	144.59	Online
7782	215	ZOTAC Cup FIFA11 #60	2011-04-03	2011-04-03	online	0	144.59	Online
7783	215	ZOTAC Cup FIFA11 #59	2011-03-27	2011-03-27	online	0	140.20	Online
7784	215	ZOTAC Cup FIFA11 #58	2011-03-20	2011-03-20	online	0	140.20	Online
7785	215	ZOTAC Cup FIFA11 #57	2011-03-13	2011-03-13	online	0	140.20	Online
7786	215	ZOTAC Cup FIFA11 #56	2011-03-06	2011-03-06	online	0	140.20	Online
7787	215	ZOTAC Cup FIFA11 #51	2011-01-30	2011-01-30	online	0	133.65	Online
7788	215	ZOTAC Cup FIFA11 #52	2011-02-06	2011-02-06	online	0	136.51	Online
7789	215	ZOTAC Cup FIFA11 #53	2011-02-13	2011-02-13	online	0	136.51	Online
7790	215	ZOTAC Cup FIFA11 #54	2011-02-20	2011-02-20	online	0	136.51	Online
7791	215	ZOTAC Cup FIFA11 #55	2011-02-27	2011-02-27	online	0	136.51	Online
7792	215	ZOTAC Cup FIFA11 #50	2011-01-23	2011-01-23	online	0	133.65	Online
7793	231	Thailand Championship	2014-09-08	2014-10-19	Thailand	1	14500.00	Thailand
7794	151	WCS 2014 Global Finals	2014-11-01	2014-11-08	Anaheim, California, USA	0	250000.00	USA
7795	328	BlizzCon 2014 (Hearthstone)	2014-11-02	2014-11-08	Anaheim, California, USA	0	250000.00	USA
7796	165	BlizzCon 2014 (WoW)	2014-11-07	2014-11-08	Anaheim, California, USA	1	250000.00	USA
7797	151	Leifeng Cup #37	2014-11-04	2014-11-04	online	0	100.00	Online
7798	151	Leifeng Cup #38	2014-11-05	2014-11-05	online	0	100.00	Online
7799	151	Leifeng Cup #39	2014-11-06	2014-11-06	online	0	100.00	Online
7800	151	Showmatch: Bly vs. Namshar	2014-11-04	2014-11-04	online	0	450.00	Online
7801	151	Leifeng Cup #40	2014-11-08	2014-11-08	online	0	100.00	Online
7802	245	Fragbite Masters Season 3 (CS:GO)	2014-10-01	2014-11-09	Stockholm, Sweden	1	43884.75	Sweden
7803	245	CS:GO Legends Series NA #1	2014-11-10	2014-11-10	Online	1	1000.00	Online
7804	273	UMG Nashville 2014	2014-10-10	2014-10-12	Nashville, Tennessee, USA	1	25000.00	USA
7805	273	AEL Dallas 2014	2014-07-25	2014-07-27	Dallas, Texas, USA	1	10000.00	USA
7806	273	MLG CoD Winter Invitational	2014-01-20	2014-02-07	Online	1	5000.00	Online
7807	273	MLG CoD:Ghosts League Season 3	2014-10-24	2014-10-26	Online / Columbus, Ohio, USA	1	75000.00	Online
7808	165	Blizzcon 2010 European Qualifiers (WoW)	2010-08-06	2010-08-08	Cologne, Germany	1	24000.00	Germany
7809	151	Leifeng Cup #41	2014-11-09	2014-11-09	online	0	100.00	Online
7810	151	MF-StudioPAO Tournament 1	2014-11-09	2014-11-09	online	0	749.00	Online
7811	245	EPS Germany: Winter 2014 CS:GO Cup #5	2014-10-27	2014-10-27	Online	1	744.38	Online
7812	151	Gfinity 1v1 Cup - November 7th	2014-11-07	2014-11-07	online	0	199.56	Online
7813	151	Gfinity 1v1 Cup - November 9th	2014-11-09	2014-11-09	online	0	399.14	Online
7814	158	Intel Masters Gaming Championship	2002-12-21	2002-12-21	London, United Kingdom	0	2404.05	United Kingdom
7815	162	Intel Masters Gaming Championship	2002-12-21	2002-12-21	London, United Kingdom	1	12020.25	United Kingdom
7816	247	Intel Masters Gaming Championship	2002-12-21	2002-12-21	London, United Kingdom	1	14424.30	United Kingdom
7817	156	MLG Dr Pepper $10k Reach	2011-01-10	2011-02-02	Online	1	10000.00	Online
7818	256	AGL 6 Pittsburgh (Halo 4)	2013-05-11	2013-05-12	Pittsburgh, Pennsylvania, USA	1	3000.00	USA
7819	245	Azubu Masters Australia	2014-11-08	2014-11-09	Sydney, Australia	1	6000.00	Australia
7820	162	NX Lan 2011	2011-09-05	2011-09-06	Piteå, Sweden	1	6970.44	Sweden
7821	164	Go4LoL EUNE #101	2012-08-05	2012-08-05	online	1	247.98	Online
7822	164	Go4LoL EUNE #102	2012-08-12	2012-08-12	online	1	247.98	Online
7823	164	Go4LoL EUNE #103	2012-08-19	2012-08-19	online	1	247.98	Online
7824	164	Go4LoL EUNE #104	2012-08-26	2012-08-26	online	1	247.98	Online
7825	164	Go4LoL EUNE #105	2012-09-02	2012-09-02	online	1	257.37	Online
7826	164	Go4LoL EUNE #106	2012-09-09	2012-09-09	online	1	257.37	Online
7827	164	Go4LoL EUNE #107	2012-09-16	2012-09-16	online	1	257.37	Online
7828	245	ESEA EU CS:GO Main Season 17	2014-07-15	2014-10-26	Online	1	5100.00	Online
7829	245	ESEA EU CS:GO IM Season 17	2014-07-15	2014-10-26	Online	1	4000.00	Online
7830	245	ESEA EU CS:GO Open Season 17	2014-07-15	2014-10-26	Online	1	3150.00	Online
7831	245	ESEA NA CS:GO Premier Season 17	2014-07-15	2014-10-26	Online	1	6000.00	Online
7832	245	ESEA NA CS:GO Main Season 17	2014-07-15	2014-10-26	Online	1	5100.00	Online
7833	245	ESEA NA CS:GO IM Season 17	2014-07-15	2014-10-26	Online	1	4000.00	Online
7834	245	ESEA NA CS:GO Open Season 17	2014-07-15	2014-10-26	Online	1	3150.00	Online
7835	328	ZOTAC Cup Hearthstone #36 (EU)	2014-10-04	2014-10-04	Online	0	126.68	Online
7836	328	ZOTAC Cup Hearthstone #37 (EU)	2014-10-11	2014-10-11	Online	0	126.68	Online
7837	328	ZOTAC Cup Hearthstone #38 (EU)	2014-10-18	2014-10-18	Online	0	126.68	Online
7838	328	ZOTAC Cup Hearthstone #39 (EU)	2014-10-25	2014-10-25	Online	0	126.68	Online
7839	328	ZOTAC Cup Hearthstone #40 (EU)	2014-11-01	2014-11-01	Online	0	124.71	Online
7840	328	ZOTAC Cup Hearthstone #41 (EU)	2014-11-08	2014-11-08	Online	0	124.71	Online
7841	328	ZOTAC Cup Hearthstone #36 (NA)	2014-10-04	2014-10-04	Online	0	100.00	Online
7842	328	ZOTAC Cup Hearthstone #37 (NA)	2014-10-11	2014-10-11	Online	0	100.00	Online
7843	328	ZOTAC Cup Hearthstone #38 (NA)	2014-10-18	2014-10-18	Online	0	100.00	Online
7844	328	ZOTAC Cup Hearthstone #39 (NA)	2014-10-25	2014-10-25	Online	0	100.00	Online
7845	328	ZOTAC Cup Hearthstone #40 (NA)	2014-11-01	2014-11-01	Online	0	100.00	Online
7846	328	ZOTAC Cup Hearthstone #41 (NA)	2014-11-08	2014-11-08	Online	0	100.00	Online
7847	328	GamersOrigin Cup 2	2014-10-25	2014-10-26	ofline, France	0	7617.19	France
7848	179	The Medieval Wars 2013	2013-07-01	2013-09-22	online	1	9300.00	Online
7849	179	The Tribal Wars 2012	2012-06-12	2012-07-22	online	1	14700.00	Online
7850	151	Leifeng Cup #42	2014-11-10	2014-11-10	online	0	100.00	Online
7851	151	Leifeng Cup #43	2014-11-11	2014-11-11	online	0	100.00	Online
7852	151	Leifeng Cup #44	2014-11-12	2014-11-12	online	0	100.00	Online
7853	151	Leifeng Cup #45	2014-11-13	2014-11-13	online	0	100.00	Online
7854	215	ZOTAC Cup FIFA11 #49	2011-01-16	2011-01-16	online	0	133.65	Online
7855	215	ZOTAC Cup FIFA11 #48	2011-01-09	2011-01-09	online	0	133.65	Online
7856	215	ZOTAC Cup FIFA11 #47	2011-01-02	2011-01-02	online	0	133.65	Online
7857	215	ZOTAC Cup FIFA11 #46	2010-12-19	2010-12-19	online	0	132.23	Online
7858	215	ZOTAC Cup FIFA11 #45	2010-12-12	2010-12-12	online	0	132.23	Online
7859	215	ZOTAC Cup FIFA11 #44	2010-12-05	2010-12-05	online	0	132.23	Online
7860	215	ZOTAC Cup FIFA11 #43	2010-11-28	2010-11-28	online	0	136.41	Online
7861	215	ZOTAC Cup FIFA11 #42	2010-11-21	2010-11-21	online	0	136.41	Online
7862	215	ZOTAC Cup FIFA11 #41	2010-11-14	2010-11-14	online	0	136.41	Online
7863	215	ZOTAC Cup FIFA11 #40	2010-11-07	2010-11-07	online	0	136.41	Online
7864	215	ZOTAC Cup FIFA11 #39	2010-10-31	2010-10-31	online	0	139.05	Online
7865	215	ZOTAC Cup FIFA11 #38	2010-10-24	2010-10-24	online	0	139.05	Online
7866	215	ZOTAC Cup FIFA11 #37	2010-10-17	2010-10-17	online	0	139.05	Online
7867	215	ZOTAC Cup FIFA11 #36	2010-10-10	2010-10-10	online	0	139.05	Online
7868	215	ZOTAC Cup FIFA11 #35	2010-10-03	2010-10-03	online	0	139.05	Online
7869	215	ZOTAC Cup FIFA11 #34	2010-09-26	2010-09-26	online	0	130.68	Online
7870	216	ZOTAC Cup FIFA10 #33	2010-09-19	2010-09-19	online	0	130.68	Online
7871	216	ZOTAC Cup FIFA10 #32	2010-09-10	2010-09-10	online	0	130.68	Online
7872	216	ZOTAC Cup FIFA10 #31	2010-09-05	2010-09-05	online	0	130.68	Online
7873	216	ZOTAC Cup FIFA10 #30	2010-08-29	2010-08-29	online	0	128.97	Online
7874	216	ZOTAC Cup FIFA10 #29	2010-08-22	2010-08-22	online	0	128.97	Online
7875	216	ZOTAC Cup FIFA10 #28	2010-08-15	2010-08-15	online	0	128.97	Online
7876	216	ZOTAC Cup FIFA10 #27	2010-08-08	2010-08-08	online	0	128.97	Online
7877	216	ZOTAC Cup FIFA10 #26	2010-08-01	2010-08-01	online	0	128.97	Online
7878	216	ZOTAC Cup FIFA10 #25	2010-07-25	2010-07-25	online	0	127.92	Online
7879	216	ZOTAC Cup FIFA10 #24	2010-07-18	2010-07-18	online	0	127.92	Online
7880	216	ZOTAC Cup FIFA10 #23	2010-07-11	2010-07-11	online	0	127.92	Online
7881	216	ZOTAC Cup FIFA10 #22	2010-07-04	2010-07-04	online	0	127.92	Online
7882	216	ZOTAC Cup FIFA10 #21	2010-06-27	2010-06-27	online	0	122.18	Online
7883	216	ZOTAC Cup FIFA10 #20	2010-06-20	2010-06-20	online	0	122.18	Online
7884	216	ZOTAC Cup FIFA10 #19	2010-06-13	2010-06-13	online	0	122.18	Online
7885	216	ZOTAC Cup FIFA10 #18	2010-06-06	2010-06-06	online	0	122.18	Online
7886	216	ZOTAC Cup FIFA10 #17	2010-05-30	2010-05-30	online	0	125.74	Online
7887	216	ZOTAC Cup FIFA10 #16	2010-05-23	2010-05-23	online	0	125.74	Online
7888	216	ZOTAC Cup FIFA10 #15	2010-05-16	2010-05-16	online	0	125.74	Online
7889	216	ZOTAC Cup FIFA10 #14	2010-05-09	2010-05-09	online	0	125.74	Online
7890	216	ZOTAC Cup FIFA10 #13	2010-05-02	2010-05-02	online	0	125.74	Online
7891	216	ZOTAC Cup FIFA10 #11	2010-04-18	2010-04-18	online	0	134.33	Online
7892	216	ZOTAC Cup FIFA10 #10	2010-04-11	2010-04-11	online	0	134.33	Online
7893	216	ZOTAC Cup FIFA10 #9	2010-04-04	2010-04-04	online	0	134.33	Online
7894	216	ZOTAC Cup FIFA10 #8	2010-03-28	2010-03-28	online	0	135.72	Online
7895	216	ZOTAC Cup FIFA10 #7	2010-03-21	2010-03-21	online	0	135.72	Online
7896	216	ZOTAC Cup FIFA10 #6	2010-03-14	2010-03-14	online	0	135.72	Online
7897	216	ZOTAC Cup FIFA10 #5	2010-03-07	2010-03-07	online	0	135.72	Online
7898	216	ZOTAC Cup FIFA10 #4	2010-02-28	2010-02-28	online	0	136.58	Online
7899	216	ZOTAC Cup FIFA10 #3	2010-02-21	2010-02-21	online	0	136.58	Online
7900	216	ZOTAC Cup FIFA10 #12	2010-04-25	2010-04-25	online	0	134.33	Online
7901	216	ZOTAC Cup FIFA10 #2	2010-02-14	2010-02-14	online	0	136.58	Online
7902	216	ZOTAC Cup FIFA10 #1	2010-02-07	2010-02-07	online	0	136.58	Online
7903	245	ICL #22 (CS:GO)	2014-10-24	2014-10-26	Vác, Hungary	1	1711.05	Hungary
7904	245	ReC 4 (CS:GO)	2014-10-31	2014-11-02	Bucharest, Romania	1	2400.00	Romania
7905	245	RGN SET (CS:GO)	2014-10-29	2014-11-12	Online	1	1200.00	Online
7906	245	LAN Archi-Numérique #2 (CS:GO)	2014-03-29	2014-03-30	Cergy, France	1	618.87	France
7907	226	HMV Gamerbase (CS:S)	2010-05-29	2010-05-30	Reading, United Kingdom	1	5857.54	United Kingdom
7908	226	i42 (CS:S)	2011-04-22	2011-04-24	Coventry, United Kingdom	1	7907.35	United Kingdom
7909	151	i42 (Starcraft II)	2011-04-22	2011-04-24	Coventry, United Kingdom	0	2476.19	United Kingdom
7910	151	i50 (Starcraft II)	2013-11-29	2013-12-01	Telford, United Kingdom	0	1637.15	United Kingdom
7911	362	ZOTAC Cup FIFA15 #236	2014-09-28	2014-09-28	online	0	128.87	Online
7912	151	i43 (Starcraft II)	2011-08-27	2011-08-28	Telford, United Kingdom	0	5701.33	United Kingdom
7913	362	ZOTAC Cup FIFA15 #237	2014-10-05	2014-10-05	online	0	126.68	Online
7914	362	ZOTAC Cup FIFA15 #240	2014-10-26	2014-10-26	online	0	126.68	Online
7915	362	ZOTAC Cup FIFA15 #239	2014-10-19	2014-10-19	online	0	126.68	Online
7916	362	ZOTAC Cup FIFA15 #238	2014-10-12	2014-10-12	online	0	126.68	Online
7917	151	i41 (StarCraft II)	2010-11-12	2010-11-15	Newbury, United Kingdom	0	4819.02	United Kingdom
7918	362	ZOTAC Cup FIFA15 #241	2014-11-02	2014-11-02	online	0	124.71	Online
7919	362	ZOTAC Cup FIFA15 #242	2014-11-09	2014-11-09	online	0	124.71	Online
7920	151	ZOTAC Cup StarCraft II HotS #227 (EU)	2014-10-05	2014-10-05	Online	0	126.68	Online
7921	151	ZOTAC Cup StarCraft II HotS #228 (EU)	2014-10-12	2014-10-12	Online	0	126.68	Online
7922	151	ZOTAC Cup StarCraft II HotS #229 (EU)	2014-10-19	2014-10-19	Online	0	126.68	Online
7923	151	ZOTAC Cup StarCraft II HotS #230 (EU)	2014-10-26	2014-10-26	Online	0	126.68	Online
7924	151	ZOTAC Cup StarCraft II HotS #231 (EU)	2014-11-02	2014-11-02	Online	0	124.71	Online
7925	151	ZOTAC Cup StarCraft II HotS #232 (EU)	2014-11-09	2014-11-09	Online	0	124.71	Online
7926	164	Riot Polish Championship 2014	2014-10-04	2014-11-11	Online/Offline	1	10022.00	Online
7927	164	Go4LoL EUNE #108	2012-09-23	2012-09-23	online	1	257.37	Online
7928	164	Go4LoL EUNE #109	2012-09-30	2012-09-30	online	1	257.37	Online
7929	164	Go4LoL EUNE #110	2012-10-07	2012-10-07	online	1	259.56	Online
7930	164	Go4LoL EUNE #111	2012-10-14	2012-10-14	online	1	259.56	Online
7931	164	Go4LoL EUNE #112	2012-10-21	2012-10-21	online	1	259.56	Online
7932	164	Go4LoL EUNE #113	2012-10-28	2012-10-28	online	1	259.56	Online
7933	164	Go4LoL EUNE #114	2012-11-04	2012-11-04	online	1	256.57	Online
7934	164	Go4LoL EUNE #115	2012-11-11	2012-11-11	online	1	256.57	Online
7935	164	Go4LoL EUNE #116	2012-11-18	2012-11-18	online	1	256.57	Online
7936	164	Go4LoL EUNE #117	2012-11-25	2012-11-25	online	1	256.57	Online
7937	164	Go4LoL EUNE #118	2012-12-02	2012-12-02	online	1	262.25	Online
7938	164	Go4LoL EUNE #119	2012-12-09	2012-12-09	online	1	262.25	Online
7939	245	Go4CS:GO EU #120	2014-11-09	2014-11-09	Online	1	124.55	Online
7940	245	Go4CS:GO EU #119	2014-11-02	2014-11-02	Online	1	125.25	Online
7941	245	Go4CS:GO EU #118	2014-10-26	2014-10-26	Online	1	126.70	Online
7942	245	Go4CS:GO EU #116	2014-10-12	2014-10-12	Online	1	126.29	Online
7943	245	Go4CS:GO EU #115	2014-10-05	2014-10-05	Online	1	125.14	Online
7944	245	Go4CS:GO EU #114	2014-09-28	2014-09-28	Online	1	126.84	Online
7945	245	Go4CS:GO EU #113	2014-09-21	2014-09-21	Online	1	126.84	Online
7946	245	Go4CS:GO EU #112	2014-09-14	2014-09-14	Online	1	129.66	Online
7947	245	Go4CS:GO EU #111	2014-09-07	2014-09-07	Online	1	129.51	Online
7948	245	Go4CS:GO EU #110	2014-08-31	2014-08-31	Online	1	131.35	Online
7949	245	Go4CS:GO EU #109	2014-08-24	2014-08-24	Online	1	132.42	Online
7950	245	Go4CS:GO EU #108	2014-08-10	2014-08-10	Online	1	134.12	Online
7951	245	Go4CS:GO EU #107	2014-08-03	2014-08-03	Online	1	134.31	Online
7952	245	Go4CS:GO EU #106	2014-07-27	2014-07-27	Online	1	134.30	Online
7953	245	Go4CS:GO EU #105	2014-07-20	2014-07-20	Online	1	135.26	Online
7954	245	Go4CS:GO EU #104	2014-07-13	2014-07-13	Online	1	136.07	Online
